"DMF No",STATUS,"Submission Date","DMF Holder",Molecule
19846,A,10/06/2006,"JOHNSON MATTHEY PHARMACEUTICAL MATERIALS","HYDROMORPHONE HCI, USP"
19848,A,10/03/2006,"JOHNSON MATTHEY PHARMACEUTICAL MATERIALS","HYDROCODONE BITARTRATE USP"
19852,A,10/10/2006,"HETERO LABS LTD","LOPINAVIR USP "
19853,A,10/10/2006,"HETERO DRUGS LTD","PRAMIPEXOLE DIHYDROCHLORIDE"
19856,A,12/06/2006,"EMCURE PHARMACEUTICALS LTD","ATAZANAVIR SULFATE"
19858,A,11/01/2006,"AURISCO PHARMACEUTICAL CO LTD",FLUMETHASONE
19861,A,10/12/2006,"MYLAN LABORATORIES LTD","ATOMOXETINE HYDROCHLORIDE USP"
19862,A,10/09/2006,"AUROBINDO PHARMA LTD","LOPINAVIR (NON STERILE DRUG SUBSTANCE)"
19863,A,10/03/2006,"ERREDUE SPA INNOVATIVE CHEMICAL AND LIFE",STAVUDINE
19870,A,10/16/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD",DIFLUPREDNATE
19871,A,10/16/2006,"DR REDDYS LABORATORIES LTD","DIVALPROEX SODIUM USP"
19879,A,10/11/2006,"AARTI INDUSTRIES LTD","VENLAFAXINE HYDROCLORIDE"
19880,A,10/17/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD","ATORVASTATIN CALCIUM"
19884,A,10/14/2006,"SUN PHARMACEUTICAL INDUSTRIES LTD","DIVALPROEX SODIUM USP"
19890,A,6/02/2006,"TRIFARMA SPA","PROCHLORPERAZINE BASE "
19892,A,10/05/2006,"LUPIN LTD","LAMOTRIGINE USP (MICRONISED)"
19893,A,10/23/2006,"MERCK KGAA","DIPOTASSIUM HYDROGEN PHOSPHATE"
19898,A,10/17/2006,"MALLINCKRODT INC","OXYCODONE BASE - CODE 8180"
19899,A,10/16/2006,"ZHEJIANG CHIRAL MEDICINE CHEMICALS CO LTD",CARBIDOPA
19901,A,10/17/2006,"APOTEX PHARMACHEM INC","PAMIDRONIC ACID"
19902,A,10/20/2006,"LUPIN LTD","RIFABUTIN USP"
19903,A,10/25/2006,"LUPIN LTD","RABEPRAZOLE SODIUM"
19904,A,10/26/2006,"NAVINTA LLC","HYDRALAZINE HYDROCHLORIDE USP"
19908,A,10/26/2006,"AUROBINDO PHARMA LTD","LAMOTRIGINE USP (NON-STERILE DRUG SUBSTANCE)"
19909,A,10/28/2006,"ADARE PHARMACEUTICALS INC","EUR-1048 ORALLY DISINTEGRATING TABLETS"
19911,A,10/30/2006,"UNION QUIMICO FARMACEUTICA SA (UQUIFA SA)","FAMOTIDINE USP "
19912,A,10/26/2006,"IRVINE SCIENTIFIC SALES CO INC","FMDF-6 (KIRIN)"
19913,A,10/26/2006,"IRVINE SCIENTIFIC SALES CO","KI NSM-12 (KIRIN)"
19914,A,10/25/2006,"ALDRICH CHEMICAL CO ISOTEC FACILITY","CARBAMAZEPINE-13C1, 15N1 FOR CLINICAL RESEARCH"
19915,A,11/01/2006,"CYALUME SPECIALTY PRODUCTS INC","PRAMOXINE HYDROCHLORIDE USP"
19918,A,10/30/2006,"HELSINN ADVANCED SYNTHESIS SA",ISOTRETINOIN
19920,A,11/02/2006,"SANDOZ PRIVATE LTD","ARIPIPRAZOLE "
19922,A,10/17/2006,"ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD","PAROXETINE HYDROCHLORIDE HEMIHYDRATE USP"
19925,A,11/20/2006,"IPCA LABORATORIES LTD","METFORMIN HYDROCHLORIDE USP (PROCESS-II)"
19926,A,11/02/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD",ARIPIPRAZOLE
19927,A,11/01/2006,"ACS DOBFAR SPA","CEFEPIME HYDROCHLORIDE ORAL GRADE"
19931,A,10/10/2006,"WANBURY LTD","SERTRALINE HYDROCHLORIDE FORM I"
19932,A,10/30/2006,"AUROBINDO PHARMA LTD","EFAVIRENZ USP (NON-STERILE DRUG SUBSTANCE)"
19934,A,11/03/2006,"CHEMI SPA","SODIUM ALENDRONATE TRIHYDRATE"
19937,A,11/02/2006,"SAVIOR LIFETEC CORP","IRNIPENEM MONOHYDRATE STERILE"
19938,A,10/30/2006,"SAVIOR LIFETEC CORP","CILASTATIN SODIUM STERILE"
19947,A,11/08/2006,"TARO PHARMACEUTICAL INDUSTRIES LTD","GRANISETRON HYDROCHLORIDE USP"
19948,A,11/01/2006,"YUNG ZIP CHEMICAL IND CO LTD","ACYCLOVIR (PROCESS II) "
19949,A,11/06/2006,"SUN PHARMACEUTICAL INDUSTRIES LTD",ARIPIPRAZOLE
19956,A,11/04/2006,"IND SWIFT LABORATORIES LTD","DONEPEZIL HYDROCHLORIDE MONOHYDRATE USP"
19957,A,11/13/2006,"APOTEX PHARMACHEM INC","ARIPIPRAZOLE USP"
19959,A,11/07/2006,"AUROBINDO PHARMA LTD","DOXAZOSIN MESYLATE (NON-STERILE DRUG SUBSTANCE)"
19960,A,11/14/2006,"ORCHID PHARMA LTD","CEFIXIME (PROCESS 2)"
19966,A,11/15/2006,"UBE INDUSTRIES LTD","BEPOTASTINE BESILATE"
19967,A,11/15/2006,"ORCHID PHARMA LTD","GRANISETRON HYDROCHLORIDE"
19968,A,11/03/2006,"JUBILANT GENERICS LTD","RISEDRONATE SODIUM HEMIPENTAHYDRATE-USP"
19971,A,11/15/2006,"SAI LIFE SCIENCES LTD","EPOPROSTENOL SODIUM, NON-STERILE"
19972,A,11/16/2006,"GRANULES INDIA LTD","COMPRESSO PAP 90 CPC "
19973,A,11/08/2006,"SARACA LABORATORIES LTD","RANITIDINE HCI (FORM-I)"
19978,A,12/13/2006,"CHEMWERTH INC",FOMEPIZOLE
19979,A,11/20/2006,"LEK PHARMACEUTICALS DD",TACROLIMUS
19980,A,10/10/2006,"CHANGZHOU SIYAO PHARMACEUTICALS CO LTD","FLUOXETINE HYDROCHLORIDE"
19982,A,10/10/2006,"TAI HENG INDUSTRY CO LTD",ARIPIPRAZOLE
19983,A,11/16/2006,"AUROBINDO PHARMA LTD","CEPHALOTHIN ACID (NON-STERILE DRUG SUBSTANCE INTERMEDIATE)"
19984,A,11/17/2006,"NEULAND LABORATORIES LTD","ENALAPRIL MALEATE USP"
19986,A,11/15/2006,"WANBURY LTD","DIPHENHYDRAMINE CITRATE"
19987,A,11/22/2006,"CIPLA LTD","TELMISARTAN USP"
19988,A,11/22/2006,"HETERO LABS LTD","LOSARTAN POTASSIUM (FORM 1)"
19989,A,11/23/2006,"ITF CHEMICAL LTDA","ROSIGLITAZONE MALEATE"
19990,A,11/22/2006,"DR REDDYS LABORATORIES LTD","CANDESARTAN CILEXETIL USP"
19991,A,11/22/2006,"MOEHS IBERICA SL","MEPIVACAINE HYDROCHLORIDE"
19993,A,11/20/2006,"CORDEN PHARMA BERGAMO SPA","MESALAMINE HIGH DENSITY"
19995,A,11/24/2006,"OLON SPA","FENOFIBRIC ACID"
19996,A,11/27/2006,"DR REDDYS LABORATORIES LTD","VORICONAZOLE USP"
19997,A,11/27/2006,"DR REDDYS LABORATORIES LTD","ATORVASTATIN CALCIUM (FORM P) USP, SEMICRYSTALLINE"
20003,A,11/29/2006,"CIPLA LTD","TENOFOVIR DISOPROXIL FUMARATE"
20004,A,11/30/2006,"GADOR SA","17-METHYLNORETHINDRONE OXIME (NORELGESTROMIN)"
20007,A,11/30/2006,"DR REDDYS LABORATORIES LTD",PRIMIDONE
20008,A,12/01/2006,"DR REDDYS LABORATORIES LTD","IRBESARTAN USP"
20010,A,11/30/2006,"INDUSTRIALE CHIMICA SRL","BUDESONIDE USP"
20011,A,11/29/2006,"APICORE US LLC","PHENOXYBENZAMINE HYDROCHLORIDE"
20013,A,11/24/2006,"JUBILANT GENERICS LTD","CITALOPRAM HYDROBROMIDE (DGR) USP "
20015,A,12/05/2006,"HETERO LABS LTD","EFAVIRENZ(PROCESS I)"
20021,A,12/08/2006,"SCINOPHARM TAIWAN LTD","DOCETAXEL USP"
20022,A,12/08/2006,"SIEMENS MOLECULAR IMAGING","STERILE NON-PYROGENIC 3'-DEOXY-3'-[18F]FLUOROTHYMIDINE ([18F]FLT)"
20023,A,11/21/2006,"ALEMBIC PHARMACEUTICALS LTD","CLARITHROMYCIN USP "
20029,A,12/10/2006,"NOF CORP","METHOXYPOLY(ETHYLENE GLYCOL)-PROPYLALDEHYDE MW20000"
20031,A,12/04/2006,"AUROBINDO PHARMA LTD","ALENDRONATE SODIUM USP (NON-STERILE DRUG SUBSTANCE)"
20032,A,12/07/2006,"FIS FABBRICA ITALIANA SINTETICI SPA",FIS0127
20033,A,12/13/2006,"HERAEUS DEUTSCHLAND GMBH AND CO KG","ARSENIC TRIOXIDE USP "
20034,A,12/14/2006,"ANJAN DRUG PRIVATE LTD","VALPROIC ACID USP "
20035,A,12/14/2006,"DR REDDYS LABORATORIES LTD","MONTELUKAST SODIUM"
20036,A,12/14/2006,"ANJAN DRUG PRIVATE LTD","DIVALPROEX SODIUM USP"
20037,A,12/19/2006,"IPCA LABORATORIES LTD","GLIMEPIRIDE USP"
20038,A,12/11/2006,"WANBURY LTD","METHOXSALEN "
20039,A,12/13/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD",EZETIMIBE
20040,A,12/12/2006,"MERCK AND CIE","L-METHYLFOLATE CALCIUM"
20041,A,12/14/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD","MUPIROCIN CALCIUM"
20045,A,12/15/2006,"SANDOZ PRIVATE LTD","QUETIAPINE FUMARATE "
20051,A,12/14/2006,"AARTI DRUGS LTD","NIACIN "
20052,A,12/16/2006,"JUBILANT GENERICS LTD","ZOLEDRONIC ACID"
20054,A,12/19/2006,"HERAEUS DEUTSCHLAND GMBH AND CO KG","OXALIPLATIN PROCESS HER-2 USP "
20059,A,12/19/2006,"ASPEN OSS BV","VECURONIUM BROMIDE "
20060,A,11/23/2006,"S M HERBALS PVT LTD","CAMPTOTHECIN [CAS NO. 7689-03-4]"
20061,A,12/19/2006,"CHONGQING DAXIN PHARMACEUTICAL CO LTD","LOVASTATIN "
20064,A,12/13/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD","ADAPALENE USP"
20066,A,12/21/2006,"CILAG AG","ALCAFTADINE (R89674) DRUG SUBSTANCE"
20068,A,12/20/2006,"TEVA PHARMACEUTICALS INDUSTRIES LTD","ROCURONIUM BROMIDE"
20070,A,5/18/2007,"APOTEX PHARMACHEM INC","ATOMOXETINE HYDROCHLORIDE"
20071,A,5/15/2007,"WOCKHARDT LTD","ADENOSINE USP "
20072,A,12/20/2006,"TEVA PHARMACEUTICAL INDUSTRIES LTD","MYCOPHENOLATE MOFETIL DRUG SUBSTANCE"
20073,A,12/20/2006,"CHEMPACIFIC CORP","MELPHALAN DRUG SUBSTANCE"
20076,A,12/26/2006,"SANDOZ GMBH","CEFPODOXIME PROXETIL "
20077,A,11/09/2006,"KYONGBO PHARMACEUTICAL CO LTD","CEFTRIAXONE SODIUM STERILE "
20079,A,12/22/2006,"CARDINAL HEALTH 414 LLC CARDINAL HEALTH NUCLEAR PHARMACY SERVICES ","TETRAKIS (2-METHOXYISOBUTYLISONITRILE) COPPER (I) TETRAFLUOROBORATE DRUG SUBSTANCE"
20081,A,10/17/2006,"ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD","ESCITALOPRAM OXALATE USP"
20082,A,12/21/2006,"SYNTHON BV","TAMSULOSIN HYDROCHLORIDE"
20093,A,12/21/2006,"AMINO CHEMICALS LTD","TOLTERODINE TARTRATE"
20095,A,12/23/2006,"WOCKHARDT LTD","TAMSULOSIN HYDROCHLORIDE"
20096,A,12/28/2006,"UQUIFA MEXICO SA DE CV","TOLTERODINE TARTRATE"
20097,A,12/27/2006,"AARTI INDUSTRIES LTD","BENAZEPRIL HYDROCHLORIDE"
20099,A,12/28/2006,"FRESENIUS KABI ONCOLOGY LTD",BICALUTAMIDE
20100,A,12/29/2006,"DR REDDYS LABORATORIES LTD","ALENDRONATE SODIUM"
20101,A,12/29/2006,"JOHNSON MATTHEY PHARMACEUTICAL MATERIALS","2-(1-AMINO-1-METHYL-ETHYL)-HYDROXY-1-METHYL-6-OXO-1,6-DIHYDROPYRIMIDINE-4-CARBOXYLIC ACID 4-FLUORO-BENZYLAMIDE (ECB)"
20103,A,12/29/2006,"CAMBREX CHARLES CITY INC","MMB4 DIMESYLATE"
20107,A,1/02/2007,"MYLAN LABORATORIES LTD","STAVUDINE USP "
20108,A,1/03/2007,"MYLAN LABORATORIES LTD","TENOFOVIR DISOPROXIL FUMARATE"
20109,A,1/03/2007,"MYLAN LABORATORIES LTD","TELMISARTAN USP"
20110,A,1/04/2007,"SMS PHARMACEUTICALS LTD",ZOLMITRIPTAN
20112,A,1/03/2007,"MYLAN LABORATORIES LTD","AMLODIPINE BESYLATE USP"
20113,A,12/30/2006,"AUROBINDO PHARMA LTD","TERAZOSIN HYDROCHLORIDE USP (NON-STERILE DRUG SUBSTANCE) "
20114,A,1/04/2007,"UQUIFA ITALIA SPA","PYRANTEL TARTRATE ZEOLEX"
20116,A,1/03/2007,"PERRIGO API LTD","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE"
20118,A,12/19/2006,"SANOFI-AVENTIS DEUTSCHLAND GMBH","ARTICAINE HYDROCHLORIDE "
20119,A,1/05/2007,"ORCHID PHARMA LTD","CETIRIZINE DIHYDROCHLORIDE"
20120,A,12/11/2006,"TAIWAN BIOTECH CO LTD","BISOPROLOL FUMARATE"
20121,A,1/09/2007,"UNIMARK REMEDIES LTD","7-AMINO-3-CHLORO-3-CEPHEM-4-CARBOXYLIC ACID (7ACCA) "
20122,A,12/27/2006,"AUROBINDO PHARMA LTD","GABAPENTIN USP (NON-STERILE DRUG SUBSTANCE)"
20123,A,1/08/2007,"FERTIN PHARMA AS","NICOTINE POLACRILEX USP "
20125,A,1/08/2007,"CADILA HEALTHCARE LTD","SIMVASTATIN ( LOVASTATIN ROUTE)"
20126,A,11/16/2006,"PCI SYNTHESIS","DISULFIRAM USP"
20127,A,1/09/2007,"DR REDDYS LABORATORIES LTD","RANITIDINE HYDROCHLORIDE [FORM-2] "
20129,A,1/11/2007,"APOTEX PHARMACHEM INDIA PVT LTD",LAMOTRIGINE
20130,A,1/08/2007,"CADILA HEALTHCARE LTD","PRAMIPEXOLE DIHYDROCHLORIDE USP (MONOHYDRATE)  "
20137,A,12/14/2006,"CALYX CHEMICALS AND PHARMACEUTICALS LTD",ERYTHROMYCIN
20141,A,1/16/2007,"DR REDDYS LABORATORIES LTD","ANASTROZOLE USP"
20142,A,1/10/2007,"JOHNSON MATTHEY PHARMA SERVICES","LEVALBUTEROL HCI"
20146,A,1/04/2007,"CSPC CENWAY TIANJIN PHARMACEUTICALS CO LTD","GCLE (NON-STERILE, BULK FORM)"
20147,A,12/31/2006,"BIO TECHNOLOGY GENERAL ISRAEL LTD","SOMATROPIN (RECOMBINANT HUMAN GROWTH HORMONE) API"
20148,A,1/12/2007,"USV PRIVATE LTD","IRBESARTAN USP"
20149,A,1/12/2007,"SANMAR SPECIALITY CHEMICALS LTD","COLCHICINE USP NON-STERILE BULK DRUG SUBSTANCE "
20152,A,1/05/2007,"JUBILANT GENERICS LTD","CETIRIZINE DIHYDROCHLORIDE USP "
20159,A,6/29/2007,"CIPLA LTD","VENLAFAXINE HYDROCHLORIDE FORM B"
20162,A,3/16/2007,"CIPLA LTD","RISEDRONATE SODIUM HEMI PENTAHYDRATE USP"
20165,A,9/06/2007,"CIPLA LTD","PERINDOPRIL ERBUMINE MONOHYDRATE"
20168,A,3/13/2008,"CIPLA LTD","OXALIPLATIN PH. EUR. "
20169,A,1/17/2007,"CIPLA LTD","OMEPRAZOLE SODIUM"
20170,A,7/31/2008,"CIPLA LTD","MOXIFLOXACIN HYDROCHLORIDE PH. EUR."
20171,A,12/20/2007,"CIPLA LTD","MOMETHASONE FUROATE USP"
20172,A,4/24/2008,"CIPLA LTD",LUMEFANTRINE
20173,A,1/17/2007,"CIPLA LTD","LEVOCETIRIZINE DIHYDROCHLORIDE USP"
20175,A,6/26/2008,"CIPLA LTD","LETROZOLE USP"
20178,A,4/24/2007,"CIPLA LTD","FORMOTEROL FUMARATE DIHYDRATE PH. EUR."
20180,A,5/06/2009,"CIPLA LTD",DUTASTERIDE
20186,A,6/26/2008,"CIPLA LTD","AZELASTINE HYDROCHLORIDE BP/PH.EUR"
20187,A,4/24/2008,"CIPLA LTD",ARTEMETHER
20188,A,4/15/2008,"CIPLA LTD",ARTESUNATE
20198,A,1/19/2007,"LUPIN LTD","IRBESARTAN USP"
20199,A,1/18/2007,"INDUSTRIALE CHIMICA SRL","FORMOTEROL FUMARATE DIHYDRATE USP"
20203,A,1/12/2007,"ZHEJIANG CHARIOTEER PHARMACEUTICAL CO LTD","ACYCLOVIR USP (API)"
20206,A,1/23/2007,"ORCHID PHARMA LTD","DIVALPROEX SODIUM"
20210,A,1/23/2007,"SUN PHARMACEUTICAL INDUSTRIES LTD","BUPROPION HYDROCHLORIDE USP"
20211,A,1/16/2007,"AUROBINDO PHARMA LTD","AMPICILLIN SODIUM USP (STERILE) BULK"
20212,A,1/17/2007,"AURISCO PHARMACEUTICAL CO LTD","FLUTICASONE PROPIONATE USP"
20213,A,1/29/2007,"SIEGFRIED USA LLC","CODEINE PHOSPHATE USP"
20218,A,1/29/2007,"TEVA PHARMACEUTICAL INDUSTRIES LTD","OLANZAPINE USP"
20222,A,1/31/2007,"GLENMARK PHARMACEUTICALS LTD",ESOMEPRAZOLE
20223,A,1/26/2007,"POLYMED THERAPEUTICS INC","IRINOTECAN HYDROCHLORIDE TRIHYDRATE"
20227,A,1/29/2007,"ERREGIERRE SPA","RIVASTIGMINE TARTRATE"
20231,A,1/27/2007,"IND SWIFT LABORATORIES LTD","NATEGLINIDE USP"
20232,A,1/31/2007,"FARMABIOS SPA","MIVACURIUM CHLORIDE"
20234,A,1/29/2007,"BACHEM SA","ETOMIDATE "
20246,A,2/07/2007,"HETERO LABS LTD","ATOMOXETINE HYDROCHLORIDE "
20247,A,2/07/2007,"INTERQUIM SA",IMIQUIMOD
20248,A,12/19/2006,"WANBURY LTD","PAROXETINE HYDROCHLORIDE HEMIHYDRATE"
20249,A,2/02/2007,"XIAN LIBANG PHARMACEUTICAL CO LTD","ROPIVACAINE HCL MONOHYDRATE"
20251,A,1/18/2007,"ZHEJIANG TOP MEDICINE CO LTD","CALCIUM POLYCARBOPHIL"
20253,A,2/09/2007,"NAVINTA LLC","DEFEROXAMINE MESYLATE USP"
20255,A,1/08/2007,"HUZHOU ZHANWANG PHARMACEUTICAL CO LTD","METHOTREXATE USP"
20259,A,1/08/2007,"HEBEI HUARONG PHARMACEUTICAL CO LTD",MECOBALAMIN
20262,A,2/07/2007,"ST GOBAIN PERFORMANCE PLASTICS CORP","SANITECH STHT-C HIGH PURITY SILICONE TUBING"
20263,A,2/10/2007,"SUN PHARMACEUTICAL INDUSTRIES LTD","BICALUTAMIDE USP "
20269,A,2/15/2007,"SYMED LABS LTD","LINEZOLID (FORM III) "
20270,A,2/13/2007,"HETERO DRUGS LTD","RITONAVIR, USP (FORM I), PROCESS I"
20271,A,2/13/2007,"HETERO DRUGS LTD","PANTOPRAZOLE SODIUM SESQUIHYDRATE "
20272,A,2/09/2007,"SAFC BIOSCIENCES INC","EX CELL VPRO (MODIFIED) SERUM FREE W/O L-GLUTAMINE W/O COD LIVER OIL "
20273,A,1/10/2007,"LIVZON NINGXIA NEW NORTH RIVER PHARMACEUTICAL CO LTD","MEVASTATIN (NON-STERILE, BULK FORM) "
20282,A,2/15/2007,"FORMOSA LABORATORIES INC",ANASTROZOLE
20283,A,2/07/2007,"ST GOBAIN PERFORMANCE PLASTICS CORP","SANITECH 65"
20285,A,2/07/2007,"ALEMBIC PHARMACEUTICALS LTD","TELMISARTAN USP"
20286,A,3/13/2007,"ZHEJIANG SHENZHOU PHARMACEUTICAL CO LTD",SPIRONOLACTONE
20287,A,2/20/2007,"SANOFI INDIA LTD","ARTICAINE HYDROCHLORIDE "
20288,A,11/14/2006,"KYONGBO PHARMACEUTICAL CO LTD","CEFACLOR NON-STERILE API"
20289,A,2/22/2007,"TORRENT PHARMACEUTICALS LTD","LAMOTRIGINE USP "
20292,A,2/22/2007,"ORCHID PHARMA LTD","CEFDITOREN PIVOXIL"
20293,A,2/20/2007,"ST GOBAIN PERFORMANCE PLASTICS CORP","SANI-TECH® EZ TOP CONTAINER CLOSURE"
20296,A,2/26/2007,"DR REDDYS LABORATORIES LTD","DULOXETINE HYDROCHLORIDE"
20297,A,2/23/2007,"INDUSTRIALE CHIMICA SRL","ETHINYLESTRADIOL USP"
20298,A,2/20/2007,"SUN PHARMACEUTICAL INDUSTRIES LTD","IMIPRAMINE HYDROCHLORIDE USP "
20299,A,2/23/2007,"EMCURE PHARMACEUTICALS LTD","ACETAZOLAMIDE USP"
20300,A,2/22/2007,"AUROBINDO PHARMA LTD","AMPICILLIN AND SULBACTAM FOR INJECTION USP (STERILE BULK MIXTURE 2:1)"
20302,A,2/23/2007,"ALDRICH CHEMICAL CO ISOTEC FACILITY","SODIUM OCTANOATE-1-13C"
20303,A,2/23/2007,"ALDRICH CHEMICAL CO ISOTEC FACILITY",METHACETIN-METHOXY-13C
20305,A,2/26/2007,"SERATEC SAS","FOMEPIZOLE (4-METHYLPYRAZOLE)"
20307,A,2/24/2007,"AUROBINDO PHARMA LTD","ALFUZOSIN HYDROCHLORIDE USP (NON-STERILE DRUG SUBSTANCE)"
20309,A,2/21/2007,"COSMA SPA","CETIRIZINE DIHYDROCHLORIDE"
20310,A,2/27/2007,"TEVA PHARMACEUTICAL INDUSTRIES LTD","METHYLPREDNISOLONE HEMISUCCINATE, BULK INTERMEDIATE"
20311,A,2/23/2007,"UNION QUIMICO FARMACEUTICA SA","QUETIAPINE FUMARATE"
20314,A,2/12/2007,"URQUIMA SA","AZELASTINE HCI "
20315,A,10/17/2006,"ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD","QUINAPRIL HYDROCHLORIDE USP"
20316,A,2/19/2007,"AUROBINDO PHARMA LTD","CEFOXITIN ACID (NON-STERILE DRUG SUBSTANCE INTERMEDIATE) "
20319,A,3/02/2007,"DR REDDYS LABORATORIES LTD",VALSARTAN
20326,A,2/28/2007,"SUN PHARMACEUTICAL INDUSTRIES LTD","ENTACAPONE "
20327,A,2/28/2007,"MERCK AND CIE","CALCIUM LEVOFOLINATE PENTAHYDRATE"
20332,A,3/09/2007,"NIPPON ZOKI PHARMACEUTICAL CO LTD","NEUTROTROPIN TABLET "
20333,A,3/08/2007,"STRIDES SHASUN LTD","QUINAPRIL HYDROCHLORIDE "
20334,A,2/23/2007,"RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA","DIPHENHYDRAMINE CITRATE"
20338,A,3/09/2007,"EXCELLA GMBH AND CO KG",ANASTROZOLE
20344,A,3/06/2007,"HIKMA PHARMACEUTICALS","OXANDROLONE USP"
20349,A,3/16/2007,"DISHMAN PHARMACEUTICALS AND CHEMICALS LTD","CETYLPYRIDINIUM CHLORIDE "
20353,A,4/05/2007,"USV PRIVATE LTD","IMIQUIMOD USP"
20355,A,3/01/2007,"JOHNSON MATTHEY PHARMACEUTICAL MATERIALS","JOHNSON MATTHEY B1205"
20356,A,3/07/2007,"ZHEJIANG HISUN PHARMACEUTICAL CO LTD","LETROZOLE USP"
20358,A,3/20/2007,"DR REDDYS LABORATORIES LTD","LOSARTAN POTASSIUM FORM-1 "
20361,A,3/22/2007,"CADILA HEALTHCARE LTD","IRBESARTAN "
20362,A,3/23/2007,"MYLAN LABORATORIES LTD","MEMANTINE HYDROCHLORIDE USP"
20363,A,5/30/2007,"MYLAN LABORATORIES LTD","LOPINAVIR USP (LOP)"
20364,A,3/22/2007,"CADILA HEALTHCARE LTD","ATOMOXETINE HCL"
20365,A,3/22/2007,"DIPHARMA FRANCIS SRL","PROTRIPTYLINE HYDROCHLORIDE"
20367,A,3/20/2007,"VASUDHA PHARMA CHEM LTD","LORATADINE USP"
20368,A,3/19/2007,"OLON SPA","DEACETYL 7 AMINO CEPHALOSPORANIC ACID (HACA)"
20372,A,3/16/2007,"ORGAPHARM SAS","PROTOPORPHYRIN IX DIMETHYL ESTER (PPIX-DME)"
20373,A,3/26/2007,"CADILA HEALTHCARE LTD","SIMVASTATIN (AMMONIUM SALT ROUTE)"
20374,A,3/21/2007,"TAI HENG INDUSTRY CO LTD","MEFENAMIC ACID"
20375,A,3/26/2007,"STERLING SPA","FLUNISOLIDE ANHYDROUS"
20378,A,3/19/2007,"ALEMBIC PHARMACEUTICALS LTD","IRBESARTAN USP"
20379,A,3/28/2007,"CADILA HEALTHCARE LTD","ALFUZOSIN HYDROCHLORIDE "
20381,A,3/28/2007,"GLENMARK PHARMACEUTICALS LTD","APREPITANT USP"
20383,A,3/28/2007,"CALYX CHEMICALS AND PHARMACEUTICALS LTD","ERYTHROMYCIN ESTOLATE"
20384,A,3/26/2007,"ZAKLADY FARMACEUTYCZNE POLPHARMA SA","SODIUM RISEDRONATE HEMI-PENTAHYDRATE"
20385,A,3/28/2007,"EUTICALS INC","DEXMETHYLPHENIDATE HYDROCHLORIDE"
20386,A,3/28/2007,"TORRENT PHARMACEUTICALS LTD",TOPIRAMATE
20388,A,3/30/2007,"CADILA HEALTHCARE LTD","MEMANTINE HYDROCHLORIDE "
20391,A,3/31/2007,"CHONGQING SHENGHUAXI PHARMACEUTICAL CO LTD","SODIUM IBANDRONATE"
20392,A,4/02/2007,"GLENMARK PHARMACEUTICALS LTD","ESOMEPRAZOLE POTASSIUM"
20393,A,3/29/2007,"AUROBINDO PHARMA LTD","IBANDRONATE SODIUM (NON-STERILE DRUG SUBSTANCE)"
20398,A,4/02/2007,"MYLAN LABORATORIES LTD","RISEDRONATE SODIUM USP (HEMI-PENTAHYDRATE)"
20399,A,4/02/2007,"MYLAN LABORATORIES LTD","ATENOLOL USP"
20400,A,4/02/2007,"MYLAN LABORATORIES LTD","CANDESARTAN CILEXETIL USP"
20401,A,4/02/2007,"MYLAN LABORATORIES LTD","CARVEDILOL PHOSPHATE"
20402,A,4/02/2007,"MYLAN LABORATORIES LTD","ALENDRONATE SODIUM USP (TRIHYDRATE) "
20404,A,3/30/2007,"LUPIN LTD","ETHAMBUTOL HYDROCHLORIDE USP"
20405,A,3/29/2007,"ERCROS SA","SODIUM FUSIDATE"
20410,A,4/05/2007,"NATCO PHARMA LTD","IMATINIB MESYLATE (ALPHA 2-FORM)"
20411,A,4/05/2007,"NATCO PHARMA LTD","IBANDRONATE SODIUM MONOHYDRATE"
20412,A,4/04/2007,"SIGNA SA DE CV","LEVETIRACETAM USP"
20413,A,4/05/2007,"MSN LABORATORIES PRIVATE LTD","TERBINAFINE HYDROCHLORIDE USP [ROUTE CODE - ""TF""]"
20414,A,5/14/2007,"BAYER AG",EOB-DTPA
20415,A,4/06/2007,"ORCHID PHARMA LTD","ALENDRONATE SODIUM TRIHYDRATE"
20416,A,4/06/2007,"ORCHID PHARMA LTD",DIPYRIDAMOLE
20417,A,3/23/2007,"MYLAN LABORATORIES LTD","OLMESARTAN MEDOXOMIL USP"
20418,A,3/15/2007,"MYLAN LABORATORIES LTD","PROPAFENONE HYDROCHLORIDE USP "
20419,A,3/27/2007,"MYLAN LABORATORIES LTD","ATAZANAVIR SULFATE"
20420,A,3/28/2007,"ALEMBIC PHARMACEUTICALS LTD","MEPROBAMATE USP"
20421,A,4/09/2007,"BASF CORP","IBUPROFEN DC 85"
20422,A,4/09/2007,"ORCHID PHARMA LTD","IBANDRONATE SODIUM"
20423,A,3/17/2007,"MYLAN LABORATORIES LTD","STAVUDINE USP (STR) "
