Active Ingredient,Product Brand Name,Form,Dosage,TE Code,Product Application Type,Product Application No,Product Applicant Name,Marketing Status,Product Marketer Name
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AP,NDA,16682,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AP,NDA,17641,ICU MEDICAL INC,Prescription,"Hospira, Inc."
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AP,NDA,19632,B BRAUN,Prescription,B. Braun Medical Inc.
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,NULL,NDA,18023,B BRAUN,Discontinued,NULL
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,NULL,NDA,18417,MILES,Discontinued,NULL
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,INJECTABLE;INJECTION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,NULL,NDA,19485,ABBOTT,Discontinued,NULL
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AT,NDA,18494,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AT,NDA,18681,B BRAUN,Prescription,B. Braun Medical Inc.
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AT,NDA,18921,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,AT,NDA,19416,ICU MEDICAL INC,Prescription,"Hospira, Inc."
CALCIUM CHLORIDE;POTASSIUM CHLORIDE;SODIUM CHLORIDE;SODIUM LACTATE,LACTATED RINGER'S IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,NULL,NDA,19933,BAXTER HLTHCARE,Discontinued,NULL
CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE,INJECTABLE;INJECTION,EQ90MGCALCIUM/5ML,NULL,NDA,6470,LILLY,Discontinued,NULL
CALCIUM METRIZOATE;MEGLUMINE METRIZOATE;METRIZOATE MAGNESIUM;METRIZOATE SODIUM,ISOPAQUE 440,INJECTABLE;INJECTION,0.78MG/ML;75.9MG/ML;0.15MG/ML;16.6MG/ML,NULL,NDA,16847,GE HEALTHCARE,Discontinued,NULL
CALCIUM;MEGLUMINE;METRIZOIC ACID,ISOPAQUE 280,INJECTABLE;INJECTION,0.35MG/ML;140.1MG/ML;461.8MG/ML,NULL,NDA,17506,GE HEALTHCARE,Discontinued,NULL
CALFACTANT,INFASURF PRESERVATIVE FREE,SUSPENSION;INTRATRACHEAL,35MG/ML,NULL,NDA,20521,ONY,Prescription,"Ony, Inc."
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,American Health Packaging
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,AstraZeneca Pharmaceuticals LP
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,Bryant Ranch Prepack
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,Cardinal Health
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,Carilion Materials Management
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,Par Pharmaceutical Inc.
CANDESARTAN CILEXETIL,ATACAND,TABLET;ORAL,"4MG,8MG,16MG,32MG",AB,NDA,20838,ASTRAZENECA,Prescription,"Physicians Total Care, Inc."
CANDESARTAN CILEXETIL;HYDROCHLOROTHIAZIDE,ATACAND HCT,TABLET;ORAL,"16MG;12.5MG,32MG;12.5MG,32MG;25MG",AB,NDA,21093,ASTRAZENECA,Prescription,AstraZeneca Pharmaceuticals LP
CANDESARTAN CILEXETIL;HYDROCHLOROTHIAZIDE,ATACAND HCT,TABLET;ORAL,"16MG;12.5MG,32MG;12.5MG,32MG;25MG",AB,NDA,21093,ASTRAZENECA,Prescription,Bryant Ranch Prepack
CANDESARTAN CILEXETIL;HYDROCHLOROTHIAZIDE,ATACAND HCT,TABLET;ORAL,"16MG;12.5MG,32MG;12.5MG,32MG;25MG",AB,NDA,21093,ASTRAZENECA,Prescription,"Physicians Total Care, Inc."
CAPECITABINE,XELODA,TABLET;ORAL,"150MG,500MG",AB,NDA,20896,HOFFMANN LA ROCHE,Prescription,"Genentech, Inc."
CAPECITABINE,XELODA,TABLET;ORAL,"150MG,500MG",AB,NDA,20896,HOFFMANN LA ROCHE,Prescription,"Physicians Total Care, Inc."
CAPECITABINE,XELODA,TABLET;ORAL,"150MG,500MG",AB,NDA,20896,HOFFMANN LA ROCHE,Prescription,State of Florida DOH Central Pharmacy
CAPSAICIN,QUTENZA,PATCH;TOPICAL,8%,NULL,NDA,22395,ACORDA,Prescription,"Acorda Therapeutics, Inc."
CAPSAICIN,QUTENZA,PATCH;TOPICAL,8%,NULL,NDA,22395,ACORDA,Prescription,"NeurogesX, Inc."
CAPTOPRIL,CAPOTEN,TABLET;ORAL,"50MG,25MG,100MG,150MG,12.5MG,37.5MG,75MG",NULL,NDA,18343,PAR PHARM,Discontinued,NULL
CAPTOPRIL;HYDROCHLOROTHIAZIDE,CAPOZIDE 25/15,TABLET;ORAL,"25MG;15MG,25MG;25MG,50MG;25MG,50MG;15MG",NULL,NDA,18709,APOTHECON,Discontinued,NULL
CAPTOPRIL;HYDROCHLOROTHIAZIDE,CAPOZIDE 25/25,TABLET;ORAL,"25MG;15MG,25MG;25MG,50MG;25MG,50MG;15MG",NULL,NDA,18709,APOTHECON,Discontinued,NULL
CAPTOPRIL;HYDROCHLOROTHIAZIDE,CAPOZIDE 50/15,TABLET;ORAL,"25MG;15MG,25MG;25MG,50MG;25MG,50MG;15MG",NULL,NDA,18709,APOTHECON,Discontinued,NULL
CAPTOPRIL;HYDROCHLOROTHIAZIDE,CAPOZIDE 50/25,TABLET;ORAL,"25MG;15MG,25MG;25MG,50MG;25MG,50MG;15MG",NULL,NDA,18709,APOTHECON,Discontinued,NULL
CARBACHOL,MIOSTAT,SOLUTION;INTRAOCULAR,0.01%,NULL,NDA,16968,ALCON,Prescription,"Alcon Laboratories, Inc."
CARBAMAZEPINE,CARBATROL,"CAPSULE,EXTENDEDRELEASE;ORAL","200MG,300MG,100MG",AB,NDA,20712,SHIRE,Prescription,Avera McKennan Hospital
CARBAMAZEPINE,CARBATROL,"CAPSULE,EXTENDEDRELEASE;ORAL","200MG,300MG,100MG",AB,NDA,20712,SHIRE,Prescription,"Physicians Total Care, Inc."
CARBAMAZEPINE,CARBATROL,"CAPSULE,EXTENDEDRELEASE;ORAL","200MG,300MG,100MG",AB,NDA,20712,SHIRE,Prescription,Prasco Laboratories
CARBAMAZEPINE,CARBATROL,"CAPSULE,EXTENDEDRELEASE;ORAL","200MG,300MG,100MG",AB,NDA,20712,SHIRE,Prescription,REMEDYREPACK INC.
CARBAMAZEPINE,CARBATROL,"CAPSULE,EXTENDEDRELEASE;ORAL","200MG,300MG,100MG",AB,NDA,20712,SHIRE,Prescription,Shire US Manufacturing Inc.
CARBAMAZEPINE,EQUETRO,"CAPSULE,EXTENDEDRELEASE;ORAL","100MG,200MG,300MG",NULL,NDA,21710,VALIDUS PHARMS,Prescription,Validus Pharmaceuticals LLC
CARBAMAZEPINE,TEGRETOL,SUSPENSION;ORAL,100MG/5ML,AB,NDA,18927,NOVARTIS,Prescription,Novartis Pharmaceuticals Corporation
CARBAMAZEPINE,TEGRETOL,"TABLET,CHEWABLE;ORAL",100MG,AB,NDA,18281,NOVARTIS,Prescription,NULL
CARBAMAZEPINE,TEGRETOL,TABLET;ORAL,200MG,AB,NDA,16608,NOVARTIS,Prescription,Novartis Pharmaceuticals Corporation
CARBAMAZEPINE,TEGRETOL,TABLET;ORAL,200MG,AB,NDA,16608,NOVARTIS,Prescription,REMEDYREPACK INC.
CARBAMAZEPINE,TEGRETOL-XR,"TABLET,EXTENDEDRELEASE;ORAL","100MG,200MG,400MG",AB,NDA,20234,NOVARTIS,Prescription,American Health Packaging
CARBAMAZEPINE,TEGRETOL-XR,"TABLET,EXTENDEDRELEASE;ORAL","100MG,200MG,400MG",AB,NDA,20234,NOVARTIS,Prescription,Avera McKennan Hospital
CARBAMAZEPINE,TEGRETOL-XR,"TABLET,EXTENDEDRELEASE;ORAL","100MG,200MG,400MG",AB,NDA,20234,NOVARTIS,Prescription,Novartis Pharmaceuticals Corporation
CARBAMAZEPINE,TEGRETOL-XR,"TABLET,EXTENDEDRELEASE;ORAL","100MG,200MG,400MG",AB,NDA,20234,NOVARTIS,Prescription,"Physicians Total Care, Inc."
CARBAMAZEPINE,TEGRETOL-XR,"TABLET,EXTENDEDRELEASE;ORAL","100MG,200MG,400MG",AB,NDA,20234,NOVARTIS,Prescription,REMEDYREPACK INC.
CARBAMAZEPINE,TEGRETOL-XR,"TABLET,EXTENDEDRELEASE;ORAL","100MG,200MG,400MG",AB,NDA,20234,NOVARTIS,Prescription,Sandoz Inc
CARBIDOPA,LODOSYN,TABLET;ORAL,25MG,AB,NDA,17830,ATON,Prescription,"Aton Pharma, Inc"
CARBIDOPA,LODOSYN,TABLET;ORAL,25MG,AB,NDA,17830,ATON,Prescription,Avera McKennan Hospital
CARBIDOPA,LODOSYN,TABLET;ORAL,25MG,AB,NDA,17830,ATON,Prescription,KAISER FOUNDATION HOSPITALS
CARBIDOPA,LODOSYN,TABLET;ORAL,25MG,AB,NDA,17830,ATON,Prescription,Oceanside Pharmaceuticals
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 100,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Mylan Pharmaceuticals Inc.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 100,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Novartis Pharmaceuticals Corporation
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 100,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sandoz Inc
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 100,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sun Pharma Global FZE
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 100,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt Limited
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 100,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt USA LLC.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 125,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Mylan Pharmaceuticals Inc.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 125,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Novartis Pharmaceuticals Corporation
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 125,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sandoz Inc
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 125,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sun Pharma Global FZE
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 125,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt Limited
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 125,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt USA LLC.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 150,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Mylan Pharmaceuticals Inc.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 150,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Novartis Pharmaceuticals Corporation
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 150,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sandoz Inc
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 150,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sun Pharma Global FZE
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 150,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt Limited
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 150,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt USA LLC.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 200,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Mylan Pharmaceuticals Inc.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 200,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Novartis Pharmaceuticals Corporation
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 200,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sandoz Inc
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 200,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sun Pharma Global FZE
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 200,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt Limited
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 200,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt USA LLC.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 50,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Mylan Pharmaceuticals Inc.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 50,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Novartis Pharmaceuticals Corporation
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 50,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sandoz Inc
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 50,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sun Pharma Global FZE
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 50,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt Limited
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 50,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt USA LLC.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 75,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Mylan Pharmaceuticals Inc.
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 75,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Novartis Pharmaceuticals Corporation
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 75,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sandoz Inc
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 75,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Sun Pharma Global FZE
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 75,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt Limited
CARBIDOPA;ENTACAPONE;LEVODOPA,STALEVO 75,TABLET;ORAL,"12.5MG;200MG;50MG,25MG;200MG;100MG,37.5MG;200MG;150MG,50MG;200MG;200MG,18.75MG;200MG;75MG,31.25MG;200MG;125MG",AB,NDA,21485,ORION PHARMA,Prescription,Wockhardt USA LLC.
CARBIDOPA;LEVODOPA,SINEMET,TABLET;ORAL,"10MG;100MG,25MG;250MG,25MG;100MG",AB,NDA,17555,MERCK SHARP DOHME,Prescription,Merck Sharp & Dohme Corp.
CARBIDOPA;LEVODOPA,SINEMET CR,"TABLET,EXTENDEDRELEASE;ORAL","50MG;200MG,25MG;100MG",AB,NDA,19856,MERCK SHARP DOHME,Prescription,Merck Sharp & Dohme Corp.
CARBINOXAMINE MALEATE,CLISTIN,ELIXIR;ORAL,4MG/5ML,NULL,NDA,8955,MCNEIL,Discontinued,NULL
CARBINOXAMINE MALEATE,CLISTIN,TABLET;ORAL,4MG,NULL,NDA,8915,ORTHO MCNEIL PHARM,Discontinued,NULL
CARBINOXAMINE MALEATE,KARBINAL ER,"SUSPENSION,EXTENDEDRELEASE;ORAL",4MG/5ML,NULL,NDA,22556,TRIS PHARMA INC,Prescription,"Avadel Pharmaceuticals (USA), Inc."
CARBOPLATIN,PARAPLATIN,INJECTABLE;INJECTION,"50MG/VIAL,150MG/VIAL,450MG/VIAL",NULL,NDA,19880,CORDEN PHARMA,Discontinued,NULL
CARBOPLATIN,PARAPLATIN,INJECTABLE;IV(INFUSION),"50MG/5ML(10MG/ML),150MG/15ML(10MG/ML),450MG/45ML(10MG/ML),600MG/60ML(10MG/ML)",NULL,NDA,20452,CORDENPHARMA,Discontinued,NULL
CARBOPROST TROMETHAMINE,HEMABATE,INJECTABLE;INJECTION,EQ0.25MGBASE/ML,NULL,NDA,17989,PHARMACIA AND UPJOHN,Prescription,Pharmacia and Upjohn Company LLC
CARGLUMIC ACID,CARBAGLU,TABLET;ORAL,200MG,NULL,NDA,22562,ORPHAN EUROPE,Prescription,"Orphan Europe, SARL"
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,"Blenheim Pharmacal, Inc."
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,Keltman Pharmaceuticals Inc.
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,West-ward Pharmaceutical Corp
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,Aidarex Pharmaceuticals LLC
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,"H.J. Harkins Company, Inc."
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,STAT RX USA LLC
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,AA,ANDA,40124,HIKMA INTL PHARMS,Prescription,West-Ward Pharmaceuticals Corp
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,NULL,ANDA,40152,WATSON LABS,Discontinued,NULL
CARISOPRODOL,CARISOPRODOL,TABLET;ORAL,350MG,NULL,ANDA,40188,OXFORD PHARMS,Discontinued,NULL
CARISOPRODOL,RELA,TABLET;ORAL,350MG,NULL,NDA,12155,SCHERING,Discontinued,NULL
CARISOPRODOL,SOMA,CAPSULE;ORAL,"350MG,250MG,250MG",NULL,NDA,11792,MYLAN SPECIALITY LP,Discontinued,Rebel Distributors Corp
CARISOPRODOL,SOMA,CAPSULE;ORAL,"350MG,250MG,250MG",NULL,NDA,11792,MYLAN SPECIALITY LP,Discontinued,Meda Pharmaceuticals
CARISOPRODOL,SOMA,CAPSULE;ORAL,"350MG,250MG,250MG",NULL,NDA,11792,MYLAN SPECIALITY LP,Discontinued,STAT RX USA LLC
CARISOPRODOL,SOMA,CAPSULE;ORAL,"350MG,250MG,250MG",NULL,NDA,11792,MYLAN SPECIALITY LP,Discontinued,Wallace Pharmaceuticals Inc.
CARISOPRODOL,SOMA,TABLET;ORAL,"350MG,250MG,250MG",AA,NDA,11792,MYLAN SPECIALITY LP,Prescription,Rebel Distributors Corp
CARISOPRODOL,SOMA,TABLET;ORAL,"350MG,250MG,250MG",AA,NDA,11792,MYLAN SPECIALITY LP,Prescription,Meda Pharmaceuticals
CARISOPRODOL,SOMA,TABLET;ORAL,"350MG,250MG,250MG",AA,NDA,11792,MYLAN SPECIALITY LP,Prescription,STAT RX USA LLC
